City_Country,lat,lng,city,country
"Zamboanga City, Zamboanga - Philippines",6.9042,122.0761,Zamboanga City,Philippines
"Chongzuo, Guangxi - China",22.377,107.365,Chongzuo,China
"Rawalpindi, Punjab - Pakistan",33.6,73.0333,Rawalpindi,Pakistan
"Portland, Oregon - United States",45.5371,-122.65,Portland,United States
"Kano, Kano - Nigeria",12.0,8.5167,Kano,Nigeria
"Yushan, Jiangsu - China",31.322,120.985,Yushan,China
"Havana, La Habana - Cuba",23.1367,-82.3589,Havana,Cuba
"Hezhou, Guangxi - China",24.4042,111.5672,Hezhou,China
"Pingliang, Gansu - China",35.5424,106.6649,Pingliang,China
"Vadodara, Gujarāt - India",22.3,73.2,Vadodara,India
"Manaus, Amazonas - Brazil",-3.1189,-60.0217,Manaus,Brazil
"Qingyang, Fujian - China",24.7816,118.5517,Qingyang,China
"San Antonio, Texas - United States",29.4632,-98.5238,San Antonio,United States
"Rājkot, Gujarāt - India",22.3,70.7833,Rājkot,India
"Shangzhou, Shaanxi - China",33.868,109.9244,Shangzhou,China
"Vishākhapatnam, Andhra Pradesh - India",17.7042,83.2978,Vishākhapatnam,India
"Sanmenxia, Henan - China",34.7732,111.2004,Sanmenxia,China
"Baicheng, Jilin - China",45.62,122.838,Baicheng,China
"Gujranwala, Punjab - Pakistan",32.1567,74.19,Gujranwala,Pakistan
"Aleppo, Ḩalab - Syria",36.2,37.16,Aleppo,Syria
"Tijuana, Baja California - Mexico",32.525,-117.0333,Tijuana,Mexico
"Bamenda, North-West - Cameroon",5.9614,10.1517,Bamenda,Cameroon
"Minsk, Minsk - Belarus",53.9,27.5667,Minsk,Belarus
"Indore, Madhya Pradesh - India",22.7167,75.8472,Indore,India
"Karaj, Alborz - Iran",35.8272,50.9489,Karaj,Iran
"Kananga, Kasaï Central - Congo (Kinshasa)",-5.897,22.4488,Kananga,Congo (Kinshasa)
"Peshawar, Khyber Pakhtunkhwa - Pakistan",34.0144,71.5675,Peshawar,Pakistan
"Sapporo, Hokkaidō - Japan",43.0619,141.3544,Sapporo,Japan
"Sacramento, California - United States",38.5677,-121.4685,Sacramento,United States
"Tilburg, Noord-Brabant - Netherlands",51.55,5.0833,Tilburg,Netherlands
"Pingxiang, Jiangxi - China",27.659,113.887,Pingxiang,China
"Ecatepec, México - Mexico",19.6097,-99.06,Ecatepec,Mexico
"Almaty, Almaty - Kazakhstan",43.24,76.915,Almaty,Kazakhstan
"Austin, Texas - United States",30.3005,-97.7522,Austin,United States
"Yinchuan, Ningxia - China",38.485,106.225,Yinchuan,China
"Santos, São Paulo - Brazil",-23.9369,-46.325,Santos,Brazil
"Blantyre, Blantyre - Malawi",-15.7861,35.0058,Blantyre,Malawi
"Thāne, Mahārāshtra - India",19.1972,72.9722,Thāne,India
"Orlando, Florida - United States",28.4773,-81.337,Orlando,United States
"Tainan, Tainan - Taiwan",22.9833,120.1833,Tainan,Taiwan
"Xiping, Shanxi - China",40.082,113.2981,Xiping,China
"Multan, Punjab - Pakistan",30.1978,71.4697,Multan,Pakistan
"Santa Cruz, Santa Cruz - Bolivia",-17.8,-63.1833,Santa Cruz,Bolivia
"Port Harcourt, Rivers - Nigeria",4.8242,7.0336,Port Harcourt,Nigeria
"Jixi, Heilongjiang - China",45.295,130.969,Jixi,China
"Fushun, Liaoning - China",41.881,123.957,Fushun,China
"Warsaw, Mazowieckie - Poland",52.23,21.0111,Warsaw,Poland
"Beihai, Guangxi - China",21.481,109.12,Beihai,China
"Fuxin, Liaoning - China",42.022,121.67,Fuxin,China
"Wuwei, Gansu - China",37.929,102.638,Wuwei,China
"Siping, Jilin - China",43.1668,124.3506,Siping,China
"San Juan, Puerto Rico - Puerto Rico",18.3985,-66.061,San Juan,Puerto Rico
"Mersin, Mersin - Turkey",36.8,34.6333,Mersin,Turkey
"Bhopāl, Madhya Pradesh - India",23.2599,77.4126,Bhopāl,India
"Mosul, Nīnawá - Iraq",36.34,43.13,Mosul,Iraq
"Lubumbashi, Haut-Katanga - Congo (Kinshasa)",-11.6647,27.4794,Lubumbashi,Congo (Kinshasa)
"Davao, Davao - Philippines",7.07,125.6,Davao,Philippines
"Curitiba, Paraná - Brazil",-25.4297,-49.2711,Curitiba,Brazil
"San Jose, California - United States",37.3012,-121.848,San Jose,United States
"Shuyangzha, Jiangsu - China",34.1299,118.7734,Shuyangzha,China
"Adana, Adana - Turkey",37.0,35.3213,Adana,Turkey
"Quito, Pichincha - Ecuador",-0.22,-78.5125,Quito,Ecuador
"Pittsburgh, Pennsylvania - United States",40.4397,-79.9763,Pittsburgh,United States
"Brazzaville, Brazzaville - Congo (Brazzaville)",-4.2694,15.2711,Brazzaville,Congo (Brazzaville)
"Hyderabad City, Sindh - Pakistan",25.3792,68.3683,Hyderabad City,Pakistan
"Diyarbakır, Diyarbakır - Turkey",37.91,40.24,Diyarbakır,Turkey
"Indianapolis, Indiana - United States",39.7771,-86.1458,Indianapolis,United States
"Pimpri-Chinchwad, Mahārāshtra - India",18.6186,73.8037,Pimpri-Chinchwad,India
"Masqaţ, Masqaţ - Oman",23.5889,58.4083,Masqaţ,Oman
"Montevideo, Montevideo - Uruguay",-34.8836,-56.1819,Montevideo,Uruguay
"Shuozhou, Shanxi - China",39.3317,112.4329,Shuozhou,China
"Manhattan, New York - United States",40.7834,-73.9662,Manhattan,United States
"Cincinnati, Ohio - United States",39.1413,-84.506,Cincinnati,United States
"Kansas City, Missouri - United States",39.1238,-94.5541,Kansas City,United States
"Patna, Bihār - India",25.594,85.1376,Patna,India
"Tegucigalpa, Francisco Morazán - Honduras",14.1058,-87.2047,Tegucigalpa,Honduras
"Kampala, Kampala - Uganda",0.3136,32.5811,Kampala,Uganda
"Cleveland, Ohio - United States",41.4764,-81.6805,Cleveland,United States
"Sanzhou, Chongqing - China",30.82,108.4,Sanzhou,China
"Changshu, Jiangsu - China",31.656,120.753,Changshu,China
"Heihe, Heilongjiang - China",50.2401,127.521,Heihe,China
"Conakry, Conakry - Guinea",9.5092,-13.7122,Conakry,Guinea
"Ximeicun, Fujian - China",24.9612,118.3849,Ximeicun,China
"Caloocan City, Caloocan - Philippines",14.65,120.97,Caloocan City,Philippines
"Masvingo, Masvingo - Zimbabwe",-20.0744,30.8328,Masvingo,Zimbabwe
"Zhongli, Taoyuan - Taiwan",24.965,121.2168,Zhongli,Taiwan
"Novosibirsk, Novosibirskaya Oblast’ - Russia",55.05,82.95,Novosibirsk,Russia
"Bilāspur, Chhattīsgarh - India",22.09,82.15,Bilāspur,India
"Semarang, Jawa Tengah - Indonesia",-6.99,110.4225,Semarang,Indonesia
"Jingdezhen, Jiangxi - China",29.2917,117.1986,Jingdezhen,China
"Ludhiāna, Punjab - India",30.91,75.85,Ludhiāna,India
"Liaoyang, Liaoning - China",41.279,123.176,Liaoyang,China
"Chengtangcun, Shandong - China",35.0833,117.15,Chengtangcun,China
"Rājshāhi, Rājshāhi - Bangladesh",24.3667,88.6,Rājshāhi,Bangladesh
"Balandougou, Kayes - Mali",13.3558,-9.5517,Balandougou,Mali
"Jiangyin, Jiangsu - China",31.839,120.295,Jiangyin,China
"Valencia, Valencia - Spain",39.47,-0.3764,Valencia,Spain
"Āgra, Uttar Pradesh - India",27.18,78.02,Āgra,India
"León de los Aldama, Guanajuato - Mexico",21.1167,-101.6833,León de los Aldama,Mexico
"Puebla, Puebla - Mexico",19.0333,-98.1833,Puebla,Mexico
"Columbus, Ohio - United States",39.9862,-82.9855,Columbus,United States
"Yopougon, Abidjan - Côte d’Ivoire",5.3167,-4.0667,Yopougon,Côte d’Ivoire
"Hebi, Henan - China",35.748,114.297,Hebi,China
"Shīrāz, Fārs - Iran",29.61,52.5425,Shīrāz,Iran
"Madurai, Tamil Nādu - India",9.9252,78.1198,Madurai,India
"Huzhou, Zhejiang - China",30.8925,120.0875,Huzhou,China
"Tabrīz, Āz̄arbāyjān-e Sharqī - Iran",38.0814,46.3006,Tabrīz,Iran
"Jamshedpur, Jhārkhand - India",22.7925,86.1842,Jamshedpur,India
"Maracaibo, Zulia - Venezuela",10.6333,-71.6333,Maracaibo,Venezuela
"Sofia, Sofia-Grad - Bulgaria",42.7,23.33,Sofia,Bulgaria
"San José, San José - Costa Rica",9.9325,-84.08,San José,Costa Rica
"Prayagraj, Uttar Pradesh - India",25.4358,81.8464,Prayagraj,India
"Palembang, Sumatera Selatan - Indonesia",-2.9861,104.7556,Palembang,Indonesia
"Kawasaki, Kanagawa - Japan",35.5167,139.7,Kawasaki,Japan
"Kōbe, Hyōgo - Japan",34.69,135.1956,Kōbe,Japan
"Jiaxing, Zhejiang - China",30.747,120.756,Jiaxing,China
"Kigali, Kigali - Rwanda",-1.9439,30.0594,Kigali,Rwanda
"Zhangjiajie, Hunan - China",29.117,110.479,Zhangjiajie,China
"Baiyin, Gansu - China",36.5451,104.1389,Baiyin,China
"Guiping, Guangxi - China",23.4,110.0833,Guiping,China
"Lianjiang, Guangdong - China",21.7333,110.2833,Lianjiang,China
"Jianguang, Jiangxi - China",28.1958,115.7833,Jianguang,China
"Yucheng, Sichuan - China",30.01,103.0415,Yucheng,China
"Xushan, Zhejiang - China",30.1667,121.2333,Xushan,China
"Panama City, Panamá - Panama",8.9833,-79.5167,Panama City,Panama
"Nneyi-Umuleri, Anambra - Nigeria",6.3333,6.8333,Nneyi-Umuleri,Nigeria
"Leizhou, Guangdong - China",20.9143,110.0967,Leizhou,China
"Gwangju, Gwangju - Korea, South",35.1653,126.8486,Gwangju,"Korea, South"
"Katako-Kombe, Sankuru - Congo (Kinshasa)",-3.4,24.42,Katako-Kombe,Congo (Kinshasa)
"Recife, Pernambuco - Brazil",-8.05,-34.9,Recife,Brazil
"Nāsik, Mahārāshtra - India",19.9975,73.7898,Nāsik,India
"Valencia, Carabobo - Venezuela",10.1833,-68.0,Valencia,Venezuela
"Onitsha, Anambra - Nigeria",6.1667,6.7833,Onitsha,Nigeria
"Abu Dhabi, Abū Z̧aby - United Arab Emirates",24.4667,54.3667,Abu Dhabi,United Arab Emirates
"Zapopan, Jalisco - Mexico",20.7167,-103.4,Zapopan,Mexico
"Daejeon, Daejeon - Korea, South",36.35,127.385,Daejeon,"Korea, South"
"Bronx, New York - United States",40.8501,-73.8662,Bronx,United States
"Yekaterinburg, Sverdlovskaya Oblast’ - Russia",56.8356,60.6128,Yekaterinburg,Russia
"Huazhou, Henan - China",32.688,112.087,Huazhou,China
"Jinhua, Zhejiang - China",29.079,119.647,Jinhua,China
"Kyōto, Kyōto - Japan",35.0117,135.7683,Kyōto,Japan
"Amsterdam, Noord-Holland - Netherlands",52.3728,4.8936,Amsterdam,Netherlands
"Pizhou, Jiangsu - China",34.398,117.89,Pizhou,China
"Kismaayo, Jubbada Hoose - Somalia",-0.3581,42.5453,Kismaayo,Somalia
"Yangshe, Jiangsu - China",31.8767,120.556,Yangshe,China
"Virginia Beach, Virginia - United States",36.7335,-76.0435,Virginia Beach,United States
"Dakar, Dakar - Senegal",14.6928,-17.4467,Dakar,Senegal
"Goiânia, Goiás - Brazil",-16.6667,-49.25,Goiânia,Brazil
"Charlotte, North Carolina - United States",35.2083,-80.8303,Charlotte,United States
"Rui’an, Zhejiang - China",27.7833,120.625,Rui’an,China
"Muscat, Masqaţ - Oman",23.6139,58.5922,Muscat,Oman
"Kharkiv, Kharkivska Oblast - Ukraine",49.9925,36.2311,Kharkiv,Ukraine
"Wenling, Zhejiang - China",28.3667,121.3667,Wenling,China
"Gaozhou, Guangdong - China",21.9244,110.8422,Gaozhou,China
"Farīdābād, Haryāna - India",28.4211,77.3078,Farīdābād,India
"Medina, Al Madīnah al Munawwarah - Saudi Arabia",24.47,39.61,Medina,Saudi Arabia
"Khulna, Khulna - Bangladesh",22.8167,89.55,Khulna,Bangladesh
"Ulaanbaatar, Ulaanbaatar - Mongolia",47.9203,106.9172,Ulaanbaatar,Mongolia
"Fuqing, Fujian - China",25.7167,119.3833,Fuqing,China
"Kayseri, Kayseri - Turkey",38.7225,35.4875,Kayseri,Turkey
"Tel Aviv-Yafo, Tel Aviv - Israel",32.08,34.78,Tel Aviv-Yafo,Israel
"Wuzhong, Ningxia - China",37.9978,106.1986,Wuzhong,China
"Pingdu, Shandong - China",36.7769,119.9884,Pingdu,China
"Sangereng, Jawa Barat - Indonesia",-6.2889,106.7181,Sangereng,Indonesia
"Yangquan, Shanxi - China (37.8571, 113.5804)",37.8571,113.5804,Yangquan,China
"Samsun, Samsun - Turkey",41.2903,36.3336,Samsun,Turkey
"Yutan, Hunan - China",28.278,112.552,Yutan,China
"Copenhagen, Hovedstaden - Denmark",55.6761,12.5683,Copenhagen,Denmark
"Helsinki, Uusimaa - Finland",60.1708,24.9375,Helsinki,Finland
"Prague, Praha - Czechia",50.0875,14.4214,Prague,Czechia
"Milan, Lombardy - Italy",45.4669,9.19,Milan,Italy
"Auckland, Auckland - New Zealand",-36.8406,174.74,Auckland,New Zealand
"Santiago, Cibao Norte - Dominican Republic",19.4572,-70.6889,Santiago,Dominican Republic
"Chizhou, Anhui - China",30.6654,117.4916,Chizhou,China
"Makassar, Sulawesi Selatan - Indonesia",-5.1619,119.4362,Makassar,Indonesia
"Liangshi, Hunan - China",27.26,111.7442,Liangshi,China
"Porto Alegre, Rio Grande do Sul - Brazil",-30.0331,-51.23,Porto Alegre,Brazil
"Huangshan, Anhui - China",29.7149,118.3376,Huangshan,China
"Barranquilla, Atlántico - Colombia",10.9833,-74.8019,Barranquilla,Colombia
"Al Başrah, Al Başrah - Iraq",30.515,47.81,Al Başrah,Iraq
"Benxi, Liaoning - China",41.4868,123.685,Benxi,China
"Saitama, Saitama - Japan",35.8614,139.6456,Saitama,Japan
"Guarulhos, São Paulo - Brazil",-23.4628,-46.5328,Guarulhos,Brazil
"Juárez, Chihuahua - Mexico",31.745,-106.485,Juárez,Mexico
"Mandalay, Mandalay - Burma",21.9831,96.0844,Mandalay,Burma
"Xintai, Shandong - China",35.909,117.768,Xintai,China
"Wusong, Anhui - China",30.9333,117.7667,Wusong,China
"Calgary, Alberta - Canada",51.05,-114.0667,Calgary,Canada
"Meerut, Uttar Pradesh - India",28.98,77.71,Meerut,India
"Yushu, Jilin - China",44.826,126.55,Yushu,China
"Belém, Pará - Brazil",-1.4558,-48.5039,Belém,Brazil
"Kuaidamao, Jilin - China",41.7283,125.9397,Kuaidamao,China
"Huazhou, Guangdong - China",21.664,110.6396,Huazhou,China
"Baishan, Jilin - China",41.944,126.4147,Baishan,China
"Adelaide, South Australia - Australia",-34.9275,138.6,Adelaide,Australia
"Haicheng, Liaoning - China",40.8824,122.6852,Haicheng,China
"Milwaukee, Wisconsin - United States",43.0642,-87.9675,Milwaukee,United States
"Providence, Rhode Island - United States",41.823,-71.4187,Providence,United States
"Jacksonville, Florida - United States",30.3322,-81.6749,Jacksonville,United States
"Yicheng, Jiangsu - China",31.36,119.815,Yicheng,China
"Cacuaco, Luanda - Angola",-8.8053,13.2444,Cacuaco,Angola
"Porto, Porto - Portugal",41.1621,-8.622,Porto,Portugal
"Rosario, Santa Fe - Argentina",-32.9575,-60.6394,Rosario,Argentina
"Canagatan, Cagayan - Philippines",18.0,121.8,Canagatan,Philippines
"Soweto, Gauteng - South Africa",-26.2678,27.8585,Soweto,South Africa
"Bagam, Kepulauan Riau - Indonesia",1.13,104.0531,Bagam,Indonesia
"Jabalpur, Madhya Pradesh - India",23.1667,79.9333,Jabalpur,India
"Rucheng, Jiangsu - China",32.246,120.591,Rucheng,China
"Huaiyin, Jiangsu - China",33.5819,119.028,Huaiyin,China
"Dublin, Dublin - Ireland",53.35,-6.2603,Dublin,Ireland
"Kazan, Tatarstan - Russia",55.7964,49.1089,Kazan,Russia
"Dayan, Yunnan - China",26.8552,100.2259,Dayan,China
"Shaoyang, Jiangsu - China",32.912,119.8526,Shaoyang,China
"Balıkesir, Balıkesir - Turkey",39.6333,27.8833,Balıkesir,Turkey
"Comayagüela, Francisco Morazán - Honduras",14.098,-87.21,Comayagüela,Honduras
"Laiwu, Shandong - China",36.1833,117.6667,Laiwu,China
"Sharjah, Ash Shāriqah - United Arab Emirates",25.3575,55.3908,Sharjah,United Arab Emirates
"Jingling, Hubei - China",30.664,113.167,Jingling,China
"Kalyān, Mahārāshtra - India",19.2502,73.1602,Kalyān,India
"Nizhniy Novgorod, Nizhegorodskaya Oblast’ - Russia",56.3269,44.0075,Nizhniy Novgorod,Russia
"Yongcheng, Henan - China",33.9299,116.45,Yongcheng,China
"Sumedang, Jawa Barat - Indonesia",-6.84,107.9208,Sumedang,Indonesia
"Cần Thơ, Cần Thơ - Vietnam",10.0333,105.7833,Cần Thơ,Vietnam
"Brussels, Brussels-Capital Region - Belgium",50.8467,4.3525,Brussels,Belgium
"Suwon, Gyeonggi - Korea, South",37.2667,127.0167,Suwon,"Korea, South"
"Yiwu, Zhejiang - China",29.3069,120.0753,Yiwu,China
"Beidao, Gansu - China",34.602,105.918,Beidao,China
"Vasai-Virar, Mahārāshtra - India",19.3607,72.7956,Vasai-Virar,India
"Xiangshui, Guizhou - China",26.5964,104.8314,Xiangshui,China
"Dadukou, Sichuan - China",26.5824,101.7184,Dadukou,China
"Campinas, São Paulo - Brazil",-22.9058,-47.0608,Campinas,Brazil
"Lingcheng, Guangxi - China",22.7,110.35,Lingcheng,China
"Shuangyashan, Heilongjiang - China",46.6762,131.1416,Shuangyashan,China
"Mombasa, Mombasa - Kenya",-4.05,39.6667,Mombasa,Kenya
"Najafgarh, Delhi - India",28.6092,76.9798,Najafgarh,India
"Xinyu, Jiangxi - China",27.8186,114.9167,Xinyu,China
"Qom, Qom - Iran",34.64,50.8764,Qom,Iran
"Hargeysa, Woqooyi Galbeed - Somalia",9.5631,44.0675,Hargeysa,Somalia
"Baidoa, Bay - Somalia",3.1167,43.65,Baidoa,Somalia
"Zhangye, Gansu - China",38.9248,100.4499,Zhangye,China
"Vārānasi, Uttar Pradesh - India",25.3189,83.0128,Vārānasi,India
"Hiroshima, Hiroshima - Japan",34.3914,132.4519,Hiroshima,Japan
"Chiang Mai, Chiang Mai - Thailand",18.7953,98.9986,Chiang Mai,Thailand
"Belgrade, Beograd - Serbia",44.82,20.46,Belgrade,Serbia
"Maiduguri, Borno - Nigeria",11.8333,13.15,Maiduguri,Nigeria
"Chelyabinsk, Chelyabinskaya Oblast’ - Russia",55.1547,61.3758,Chelyabinsk,Russia
"Batam Centre, Kepulauan Riau - Indonesia",1.13,104.0531,Batam Centre,Indonesia
"Rongcheng, Yunnan - China",26.218,104.103,Rongcheng,China
"Mbandaka, Équateur - Congo (Kinshasa)",0.0478,18.2558,Mbandaka,Congo (Kinshasa)
"Doha, Ad Dawḩah - Qatar",25.2867,51.5333,Doha,Qatar
"Ahvāz, Khūzestān - Iran",31.3047,48.6783,Ahvāz,Iran
"Shymkent, Shymkent - Kazakhstan",42.3167,69.5958,Shymkent,Kazakhstan
"Tripoli, Ţarābulus - Libya",32.8872,13.1914,Tripoli,Libya
"Srīnagar, Jammu and Kashmīr - India",34.09,74.79,Srīnagar,India
"Nashville, Tennessee - United States",36.1715,-86.7842,Nashville,United States
"Liaoyuan, Jilin - China",42.888,125.1447,Liaoyuan,China
"Aurangābād, Mahārāshtra - India",19.88,75.32,Aurangābād,India
"Cilacap, Jawa Tengah - Indonesia",-7.7167,109.017,Cilacap,Indonesia
"Salt Lake City, Utah - United States",40.7776,-111.9311,Salt Lake City,United States
"Omsk, Omskaya Oblast’ - Russia",54.9833,73.3667,Omsk,Russia
"Pikine, Dakar - Senegal",14.75,-17.4,Pikine,Senegal
"Samara, Samarskaya Oblast’ - Russia",53.2028,50.1408,Samara,Russia
"Guankou, Hunan - China",28.1637,113.6433,Guankou,China
"Bandar Lampung, Lampung - Indonesia",-5.45,105.2667,Bandar Lampung,Indonesia
"Raleigh, North Carolina - United States",35.8324,-78.6429,Raleigh,United States
"Lianyuan, Hunan - China",27.692,111.664,Lianyuan,China
"Rongcheng, Hubei - China",29.8402,112.9048,Rongcheng,China
"Dhanbād, Jhārkhand - India",23.7998,86.4305,Dhanbād,India
"Nay Pyi Taw, Nay Pyi Taw - Burma",19.7475,96.115,Nay Pyi Taw,Burma
"Aba, Abia - Nigeria",5.1167,7.3667,Aba,Nigeria
"Kaiyuan, Henan - China",36.0193,113.86,Kaiyuan,China
"Zhuji, Zhejiang - China",29.7167,120.2333,Zhuji,China
"Yingtan, Jiangxi - China",28.2721,117.0395,Yingtan,China
"Edmonton, Alberta - Canada",53.5344,-113.4903,Edmonton,Canada
"Leiyang, Hunan - China",26.4223,112.8598,Leiyang,China
"Ulsan, Ulsan - Korea, South",35.55,129.3167,Ulsan,"Korea, South"
"Yichun, Heilongjiang - China",47.728,128.841,Yichun,China
"Benin City, Edo - Nigeria",6.3333,5.6222,Benin City,Nigeria
"Bujumbura, Bujumbura Mairie - Burundi",-3.3833,29.3667,Bujumbura,Burundi
"Guyuan, Ningxia - China",36.01,106.257,Guyuan,China
"Xiantao, Hubei - China",30.328,113.443,Xiantao,China
"Rostov, Rostovskaya Oblast’ - Russia",47.2225,39.71,Rostov,Russia
"Maputo, Maputo - Mozambique",-25.9667,32.5833,Maputo,Mozambique
"Bukavu, Sud-Kivu - Congo (Kinshasa)",-2.5,28.8667,Bukavu,Congo (Kinshasa)
"Amritsar, Punjab - India",31.64,74.86,Amritsar,India
"Shagamu, Ogun - Nigeria",6.8333,3.65,Shagamu,Nigeria
"Yingchuan, Henan - China",34.1511,113.4733,Yingchuan,China
"Alīgarh, Uttar Pradesh - India",27.88,78.08,Alīgarh,India
"Santo Domingo, Ozama - Dominican Republic",18.4667,-69.95,Santo Domingo,Dominican Republic
"Bogor, Jawa Barat - Indonesia",-6.5966,106.7972,Bogor,Indonesia
"Bishkek, Bishkek - Kyrgyzstan",42.8747,74.6122,Bishkek,Kyrgyzstan
"Tbilisi, Tbilisi - Georgia",41.7225,44.7925,Tbilisi,Georgia
"Guwāhāti, Assam - India",26.1722,91.7458,Guwāhāti,India
"Ufa, Bashkortostan - Russia",54.7261,55.9475,Ufa,Russia
"Fès, Fès-Meknès - Morocco",34.0433,-5.0033,Fès,Morocco
"Mwanza, Mwanza - Tanzania",-2.5167,32.9,Mwanza,Tanzania
"Biên Hòa, Đồng Nai - Vietnam",10.95,106.8167,Biên Hòa,Vietnam
"Mexicali, Baja California - Mexico",32.6633,-115.4678,Mexicali,Mexico
"Sevilla, Andalusia - Spain",37.39,-5.99,Sevilla,Spain
"Ikare, Ondo - Nigeria",7.5167,5.75,Ikare,Nigeria
"Dongtai, Jiangsu - China",32.795,120.519,Dongtai,China
"Dingzhou, Hebei - China",38.516,114.99,Dingzhou,China
"Xibeijie, Gansu - China",39.7334,98.4943,Xibeijie,China
"Tamale, Northern - Ghana",9.4075,-0.8533,Tamale,Ghana
"Yuyao, Zhejiang - China",30.05,121.15,Yuyao,China
"Hanchuan, Hubei - China",30.652,113.8274,Hanchuan,China
"Gongzhuling, Jilin - China",43.5053,124.8224,Gongzhuling,China
"N’Djamena, N’Djamena - Chad",12.11,15.05,N’Djamena,Chad
"Ubungo, Dar es Salaam - Tanzania",-6.7889,39.2056,Ubungo,Tanzania
"Cologne, North Rhine-Westphalia - Germany",50.9364,6.9528,Cologne,Germany
"Krasnoyarsk, Krasnoyarskiy Kray - Russia",56.0089,92.8719,Krasnoyarsk,Russia
"Zhufeng, Shandong - China",36.0,119.4167,Zhufeng,China
"Ezhou, Hubei - China",30.3914,114.8949,Ezhou,China
"Astana, Nur-Sultan - Kazakhstan",51.1472,71.4222,Astana,Kazakhstan
"Nezahualcóyotl, México - Mexico",19.4081,-99.0186,Nezahualcóyotl,Mexico
"Nouakchott, Nouakchott Ouest - Mauritania",18.0858,-15.9785,Nouakchott,Mauritania
"Hāora, West Bengal - India",22.58,88.3294,Hāora,India
"Tongjin, Gyeonggi - Korea, South",37.2333,127.2,Tongjin,"Korea, South"
"Xiashi, Zhejiang - China",30.5333,120.6833,Xiashi,China
"Yerevan, Yerevan - Armenia",40.1814,44.5144,Yerevan,Armenia
